date,open,high,low,close,volume
2019-01-01,284.75223,290.20483,282.3639,287.9517,6117146
2019-01-02,285.60843,289.3036,278.5786,281.77808,6218991
2019-01-03,281.64288,284.34668,277.54218,282.54416,6230813
2019-01-04,281.59784,292.63824,281.59784,290.6104,11361086
2019-01-07,292.36786,295.52225,290.29495,292.86356,5511088
2019-01-08,291.78204,298.9921,291.33142,296.73895,7194973
2019-01-09,300.29892,304.53482,294.9815,301.47055,8018192
2019-01-10,303.31815,305.2108,299.5779,303.99408,5748158
2019-01-11,303.8589,303.99408,296.51364,302.01132,5922578
2019-01-14,301.11005,301.74094,295.74756,298.8569,3674704
2019-01-15,297.4149,305.84164,294.2605,304.39963,5706902
2019-01-16,303.49838,311.15906,298.67667,300.97485,7705383
2019-01-17,300.11868,303.49838,297.59515,299.26248,4569576
2019-01-18,297.86554,299.623,274.2526,280.4262,16359865
2019-01-21,280.02063,284.34668,275.78473,280.60645,8621248
2019-01-22,281.19226,281.28238,271.77414,274.7483,8770625
2019-01-23,276.50574,277.04648,272.45007,273.71182,5617992
2019-01-24,276.4156,277.40698,265.42026,271.86426,10389592
2019-01-25,273.9822,281.19226,272.1797,277.1366,6040052
2019-01-28,277.58725,278.80392,265.60052,275.01865,4546062
2019-01-29,274.88345,279.0743,271.9093,277.45206,3210022
2019-01-30,278.4885,282.0034,270.46732,273.71182,6553462
2019-01-31,274.43283,279.79532,273.21613,276.14523,9493241
2019-02-01,274.9736,289.21347,274.88345,281.05707,9243929
2019-02-04,279.38974,280.0657,272.35995,276.28043,3895812
2019-02-05,266.23138,280.87683,263.9332,277.7675,14678663
2019-02-06,276.68597,279.8404,271.27844,278.26318,5202682
2019-02-07,278.128,283.3553,275.06372,280.4262,3852519
2019-02-08,278.4885,283.17502,275.87485,282.31885,3413931
2019-02-11,283.89603,284.3016,280.29102,281.37253,3303611
2019-02-12,280.92188,284.4368,279.0743,280.51633,2226134
2019-02-13,281.59784,281.68796,276.95636,279.88544,2437224
2019-02-14,278.4885,279.29962,267.22278,271.09818,8573394
2019-02-15,271.27844,275.82977,267.98886,274.52295,6727458
2019-02-18,276.59586,276.82117,270.42224,272.67538,4440252
2019-02-19,273.8921,282.54416,271.77414,273.71182,7593977
2019-02-20,275.37915,280.15582,274.8384,278.4885,6216966
2019-02-21,275.6946,280.29102,273.08096,279.29962,5805770
2019-02-22,278.66873,285.24792,277.6323,282.8596,6199607
2019-02-25,282.99478,288.4023,280.83176,285.92386,4154758
2019-02-26,284.52692,288.85297,282.45404,284.3016,5562215
2019-02-27,287.456,293.1339,283.3102,288.5375,4527145
2019-02-28,292.81848,294.66608,284.75223,286.64487,7687680
2019-03-01,286.41956,286.41956,272.2698,277.2718,29577827
2019-03-04,277.2718,277.2718,277.2718,277.2718,0
2019-03-05,277.58725,278.66873,273.6217,277.45206,11396759
2019-03-06,280.24594,282.31885,277.8576,278.849,7093395
2019-03-07,279.38974,281.37253,276.68597,277.2718,6466583
2019-03-08,279.16443,281.19226,277.2718,278.2181,4441514
2019-03-11,278.53357,303.8138,278.2181,300.83966,17059011
2019-03-12,299.93842,319.04507,296.82907,317.06232,30070085
2019-03-13,314.08817,321.3433,303.27307,304.39963,13993813
2019-03-14,303.7237,311.78995,301.51562,308.59048,6931287
2019-03-15,310.0325,310.79855,298.4964,304.35458,11536718
2019-03-18,304.62497,309.71707,296.78403,298.0007,5844953
2019-03-19,299.2174,305.9318,299.2174,303.49838,5639437
2019-03-20,303.8589,306.33734,299.53284,301.01993,3309504
2019-03-21,301.01993,301.01993,301.01993,301.01993,0
2019-03-22,302.82245,313.09677,296.78403,298.81186,9113700
2019-03-25,300.02853,301.83105,291.28635,294.71112,5253505
2019-03-26,296.10806,298.67667,294.0352,295.43213,4247229
2019-03-27,298.31616,300.11868,288.76282,290.65546,5951916
2019-03-28,290.7456,300.11868,286.37448,297.36984,13616927
2019-03-29,298.31616,303.13788,296.51364,300.2088,4948371
2019-04-01,300.9298,310.8887,300.29892,307.14847,7080411
2019-04-02,309.13126,323.55136,309.13126,321.25314,22251488
2019-04-03,320.8476,327.15637,313.1869,315.44003,12250809
2019-04-04,317.24255,324.00198,317.24255,321.5686,12168154
2019-04-05,323.19086,324.2273,318.6395,321.4334,3728070
2019-04-08,323.0106,327.87738,317.73825,319.90128,5656181
2019-04-09,323.14578,325.35388,307.77936,316.88205,10073980
2019-04-10,316.16104,319.40558,304.62497,306.42746,4759411
2019-04-11,307.9596,316.56662,303.8589,312.15045,18189273
2019-04-12,312.73627,315.7555,305.5262,308.1849,8349759
2019-04-15,310.84363,314.5388,301.74094,313.36716,10210051
2019-04-16,313.63754,316.43143,307.10342,314.31348,9519380
2019-04-17,314.31348,314.31348,314.31348,314.31348,0
2019-04-18,314.9894,315.8456,299.80322,312.69122,16138821
2019-04-19,312.69122,312.69122,312.69122,312.69122,0
2019-04-22,310.0325,323.14578,303.3632,314.8993,15339393
2019-04-23,319.0106,319.4032,308.4096,310.66724,11627154
2019-04-24,310.66724,320.28662,309.7838,318.51978,7161510
2019-04-25,316.85114,326.76498,315.0843,322.44608,11517967
2019-04-26,323.91843,329.5134,316.36032,319.45227,5000316
2019-04-29,319.45227,319.45227,319.45227,319.45227,0
2019-04-30,318.029,320.7774,308.26236,314.3972,6139942
2019-05-01,314.3972,314.3972,314.3972,314.3972,0
2019-05-02,316.94928,323.3295,315.67325,318.2253,7925814
2019-05-03,318.4707,327.69748,318.4707,325.3417,9901409
2019-05-06,325.3417,330.20047,320.48294,327.30484,14870120
2019-05-07,333.73413,334.56848,315.526,318.9615,17735230
2019-05-08,318.86334,321.41544,314.20087,318.51978,4864438
2019-05-09,315.32968,320.18845,306.83908,309.63657,7998137
2019-05-10,313.02298,322.34793,309.39117,318.12717,7855974
2019-05-13,315.57507,321.31726,308.85132,312.7776,6620278
2019-05-14,310.17642,333.43967,309.39117,330.3968,10954653
2019-05-15,329.80786,331.771,322.6424,325.1454,7782551
2019-05-16,325.88156,327.15762,315.13336,319.20688,4591691
2019-05-17,317.73453,324.60553,316.2131,322.397,4117918
2019-05-20,325.93066,335.6482,324.9,333.8323,7858379
2019-05-21,333.73413,333.8323,322.49515,324.55646,4316609
2019-05-22,324.9,331.72192,322.59332,328.9735,6791987
2019-05-23,331.32928,342.56827,328.04102,332.55624,5449864
2019-05-24,333.78323,349.43927,333.73413,346.6909,9756740
2019-05-27,343.25537,345.41483,339.9671,343.05905,4004333
2019-05-28,342.32288,345.21854,335.4028,339.23093,8643505
2019-05-29,337.4641,338.78925,331.62375,332.55624,4581547
2019-05-30,333.73413,343.10815,333.29242,340.31067,14152211
2019-05-31,342.56827,345.9056,338.10214,342.37198,11028688
2019-06-03,345.02222,349.19388,342.42105,346.24918,5214139
2019-06-04,344.53143,349.3902,343.30444,345.9056,6749428
2019-06-05,345.9056,345.9056,345.9056,345.9056,0
2019-06-06,346.29825,349.3902,342.07748,347.27982,10510811
2019-06-07,347.27982,355.27963,345.31668,350.519,5879853
2019-06-10,348.26138,357.92987,347.1326,356.75198,5992522
2019-06-11,356.31027,360.18747,351.64783,356.55566,5668149
2019-06-12,355.72134,355.72134,350.519,353.2674,2868026
2019-06-13,350.46994,358.22433,350.46994,357.04645,3839377
2019-06-14,355.86856,356.2612,345.16943,346.78903,5170880
2019-06-17,349.04666,349.04666,335.79544,337.66043,7087101
2019-06-18,339.03464,340.9487,334.91202,338.78925,4977568
2019-06-19,340.11435,341.5867,328.1392,334.81387,4008250
2019-06-20,332.99796,343.54987,332.94888,342.1266,3563847
2019-06-21,341.09592,343.4517,336.38437,337.4641,9764198
2019-06-24,338.78925,342.1266,337.16965,338.74014,3310679
2019-06-25,339.0837,345.513,338.2003,342.17566,2848907
2019-06-26,343.54987,345.513,336.23715,339.18185,4732848
2019-06-27,340.85052,344.3842,334.61755,342.22473,13137225
2019-06-28,341.97934,343.54987,336.18808,340.2616,8737050
2019-07-01,340.60513,343.40262,338.78925,342.07748,3469130
2019-07-02,342.56827,347.96692,340.9487,347.0835,3816212
2019-07-03,346.3964,349.93005,343.30444,346.6909,8473243
2019-07-04,346.8381,358.2734,346.49457,356.06488,8565250
2019-07-05,356.06488,364.3101,353.85635,358.0771,6878479
2019-07-08,355.3287,357.68448,347.91785,349.8319,3543845
2019-07-09,349.43927,356.55566,347.57428,355.62317,3931858
2019-07-10,356.21213,358.17526,347.1326,351.9423,5299464
2019-07-11,351.64783,355.72134,349.73373,354.10175,3513505
2019-07-12,354.15082,354.15082,347.62338,349.53745,4750306
2019-07-15,351.0098,352.7766,342.7155,344.1388,3524295
2019-07-16,344.53143,348.40863,343.2063,344.28604,3651688
2019-07-17,344.08972,346.8872,338.44568,339.86896,4765414
2019-07-18,341.5867,344.72772,332.35995,336.18808,3711155
2019-07-19,337.16965,339.62357,329.906,333.68506,2517348
2019-07-22,332.75256,337.16965,329.41522,336.23715,3120156
2019-07-23,336.62976,342.07748,331.18207,337.2678,3682410
2019-07-24,337.66043,338.3966,329.56247,332.65442,4840787
2019-07-25,328.8263,337.12057,328.38458,332.75256,7600173
