date,open,high,low,close,volume
2019-01-01,271.73468,273.0346,269.42368,272.21613,2586466
2019-01-02,271.78284,272.74576,267.25714,270.19403,10316782
2019-01-03,270.19403,271.9754,267.4497,268.5089,6350450
2019-01-04,268.7978,272.45688,268.7978,270.53104,8105747
2019-01-07,273.7568,274.67157,270.5792,271.20508,10133320
2019-01-08,271.5421,274.9123,270.9162,273.70865,7768619
2019-01-09,275.0086,280.8824,274.0457,279.63058,12651287
2019-01-10,279.96762,282.8082,278.18622,278.86026,10684824
2019-01-11,281.07495,285.02292,280.6898,284.397,17419014
2019-01-14,283.57855,283.8674,279.24542,283.38596,6646635
2019-01-15,284.30072,286.371,283.09708,285.55252,7490965
2019-01-16,285.02292,285.55252,280.8824,283.14523,8083821
2019-01-17,283.19336,284.63776,279.38986,283.04895,11009380
2019-01-18,282.3749,284.15628,279.8713,280.64166,11418250
2019-01-21,281.98972,282.32675,277.99362,279.14914,8519267
2019-01-22,279.10098,280.20834,274.5753,279.0047,10727385
2019-01-23,280.6898,283.48224,264.8017,267.0164,41735950
2019-01-24,268.94223,272.84204,267.546,268.55707,29105831
2019-01-25,269.61627,272.21613,268.1719,268.84595,9240591
2019-01-28,268.55707,269.08667,264.03137,264.56097,9338450
2019-01-29,265.09058,268.65335,264.56097,268.12375,7267917
2019-01-30,269.71255,269.80884,264.03137,265.28314,10852162
2019-01-31,266.24606,269.2311,263.4536,268.31635,15937442
2019-02-01,270.24216,274.6234,268.74963,270.43475,19060690
2019-02-04,271.4458,271.4458,265.81274,266.82382,6289877
2019-02-05,267.06454,267.49786,262.3944,263.98322,10205529
2019-02-06,264.8017,268.0756,264.36838,267.40155,8409442
2019-02-07,267.59415,270.5792,266.7275,269.90515,6177040
2019-02-08,269.1348,270.77176,264.41653,265.28314,4575570
2019-02-11,265.57202,267.88303,258.4946,266.82382,10335615
2019-02-12,266.77567,270.09772,264.41653,265.09058,7624089
2019-02-13,269.66443,273.37164,264.99426,266.5831,15935136
2019-02-14,266.7275,269.80884,266.7275,267.59415,10378675
2019-02-15,268.65335,270.53104,265.18686,269.71255,38998388
2019-02-18,268.4608,271.9754,263.7425,264.51282,42232590
2019-02-19,263.83878,268.84595,263.83878,265.6683,35777932
2019-02-20,266.96826,267.20898,264.0795,265.62018,6208106
2019-02-21,265.6683,266.4868,264.03137,264.84982,7264425
2019-02-22,265.37946,265.71646,262.97217,264.12766,9100951
2019-02-25,264.32022,266.87195,262.87585,266.43866,31204722
2019-02-26,264.75354,266.7275,263.88693,265.28314,12233273
2019-02-27,265.76462,268.55707,263.7425,264.89798,13634026
2019-02-28,267.0164,267.0164,264.0795,265.81274,44873000
2019-03-01,266.1979,268.65335,266.00534,267.88303,9170950
2019-03-04,267.88303,267.88303,267.88303,267.88303,0
2019-03-05,269.61627,273.46793,265.81274,272.07172,14103324
2019-03-06,274.43085,278.4751,274.19012,275.15305,20817638
2019-03-07,276.0678,280.20834,275.24933,279.3417,14837761
2019-03-08,279.5343,282.13416,277.70474,281.17126,13169854
2019-03-11,282.13416,283.9637,280.30463,282.08603,15287916
2019-03-12,283.09708,284.68588,282.2786,283.57855,14686757
2019-03-13,284.06,285.98584,283.24152,283.9637,11496644
2019-03-14,284.44516,285.02292,279.67874,284.54144,10503481
2019-03-15,284.97476,285.55252,278.61954,280.01575,22219476
2019-03-18,281.17126,283.28967,280.49722,282.66376,9519926
2019-03-19,283.67484,288.87457,282.4712,288.34497,16363247
2019-03-20,288.87457,290.75226,285.60065,287.81537,16221492
2019-03-21,287.81537,287.81537,287.81537,287.81537,0
2019-03-22,288.87457,288.87457,285.55252,287.14133,8378083
2019-03-25,285.98584,285.98584,282.32675,284.10815,8324586
2019-03-26,284.06,285.35992,280.25647,282.51932,11178168
2019-03-27,283.09708,285.69696,280.78607,282.23047,8757278
2019-03-28,283.19336,290.8004,282.13416,288.87457,18436077
2019-03-29,290.8004,291.7633,284.49332,286.22656,12372153
2019-04-01,285.98584,288.10425,285.55252,286.22656,6442182
2019-04-02,286.371,288.87457,283.72296,286.85245,10228747
2019-04-03,286.94873,287.91165,284.20444,285.16736,9413878
2019-04-04,285.02292,286.2747,282.85635,283.8674,7233298
2019-04-05,284.10815,285.40808,281.79715,283.62668,8107661
2019-04-08,283.72296,284.06,280.8824,281.89343,5492542
2019-04-09,281.6527,285.69696,281.412,285.3118,6413515
2019-04-10,285.07104,285.55252,282.61563,283.77112,5540095
2019-04-11,283.62668,286.41913,282.13416,285.40808,11179559
2019-04-12,285.6488,296.00015,284.63776,294.41135,22658578
2019-04-15,296.4816,298.50372,293.06326,294.1706,13098155
2019-04-16,295.4224,298.45557,294.7965,295.80756,10121522
2019-04-17,295.80756,295.80756,295.80756,295.80756,0
2019-04-18,296.81863,296.81863,292.2929,293.1114,9178504
2019-04-19,293.1114,293.1114,293.1114,293.1114,0
2019-04-22,292.5818,294.1706,289.88562,290.60782,6929432
2019-04-23,290.94485,293.49655,290.3671,292.1485,7784732
2019-04-24,292.1485,295.80756,287.4302,295.0854,11888770
2019-04-25,295.8557,298.31116,290.8004,292.87067,24135743
2019-04-26,293.304,295.03723,291.33002,293.25583,4834044
2019-04-29,293.25583,293.25583,293.25583,293.25583,0
2019-04-30,293.25583,296.1446,288.39313,290.1745,11593138
2019-05-01,290.1745,290.1745,290.1745,290.1745,0
2019-05-02,289.93378,295.1335,289.45233,293.68915,7781859
2019-05-03,292.96695,296.04828,292.0522,292.96695,6112578
2019-05-06,292.72623,296.09644,289.59677,295.615,6997113
2019-05-07,296.81863,298.02228,289.69305,290.7041,8989234
2019-05-08,288.87457,292.1485,287.57465,289.50046,8179360
2019-05-09,288.2968,290.12637,285.35992,288.73013,10617358
2019-05-10,288.87457,289.3079,285.88953,286.708,7170576
2019-05-13,284.15628,292.24478,277.03073,278.57138,37262425
2019-05-14,280.20834,287.18948,278.13806,283.4341,21959611
2019-05-15,286.51544,288.20053,281.17126,286.03397,18583184
2019-05-16,285.98584,285.98584,282.3749,283.81927,7637614
2019-05-17,284.15628,291.13742,284.15628,290.22266,11626049
2019-05-20,295.47055,296.1446,290.8967,295.615,11437612
2019-05-21,295.615,298.50372,293.97803,294.5558,10923996
2019-05-22,290.94485,291.57074,285.79324,288.63385,14266773
2019-05-23,293.68915,294.2669,276.3567,277.51218,32589058
2019-05-24,280.6898,280.83423,276.64554,279.67874,11298665
2019-05-27,280.44907,282.66376,278.33066,280.0639,9371741
2019-05-28,280.97867,281.17126,277.4159,278.18622,16199349
2019-05-29,278.08994,280.8824,276.93442,277.4159,7534947
2019-05-30,278.2825,280.25647,277.60846,277.9455,8989691
2019-05-31,278.61954,280.6898,267.16083,268.22003,27294002
2019-06-03,270.96436,271.06064,265.09058,268.22003,20323304
2019-06-04,268.89407,271.68652,268.4608,268.89407,14384170
2019-06-05,268.89407,268.89407,268.89407,268.89407,0
2019-06-06,270.00143,270.00143,265.09058,265.52386,11071548
2019-06-07,266.53494,266.53494,264.03137,265.04242,7995725
2019-06-10,267.9793,270.14587,266.63123,269.0385,8947150
2019-06-11,270.48288,270.96436,268.84595,269.47183,8787243
2019-06-12,270.96436,270.96436,267.93115,269.5681,8565517
2019-06-13,268.55707,270.9162,268.22003,270.19403,7475823
2019-06-14,270.09772,270.09772,266.87195,267.7386,8212601
2019-06-17,268.5089,268.5089,264.2721,264.8017,10398919
2019-06-18,265.90906,267.546,263.83878,264.89798,14378973
2019-06-19,265.47574,268.55707,265.37946,266.9201,9394923
2019-06-20,266.7275,267.6423,265.1387,266.7275,10973042
2019-06-21,266.3905,266.3905,263.11658,264.0795,19311989
2019-06-24,264.0795,267.20898,264.0795,266.00534,9279182
2019-06-25,264.84982,269.61627,264.0795,268.1719,12856683
2019-06-26,268.12375,268.36447,266.10162,267.1127,7707084
2019-06-27,267.6423,267.88303,262.6833,263.35733,24205884
2019-06-28,263.93506,265.23502,262.3944,263.69434,8775151
2019-07-01,264.22394,266.00534,263.98322,264.75354,5236646
2019-07-02,265.1387,265.42758,263.06845,263.69434,10360661
2019-07-03,264.12766,267.25714,262.05737,266.43866,18818695
2019-07-04,267.16083,267.93115,264.99426,267.35342,10071080
2019-07-05,267.35342,271.39767,258.06128,269.08667,38474130
2019-07-08,269.7607,272.40872,265.57202,267.16083,12637923
2019-07-09,266.67938,267.25714,262.05737,262.97217,8003290
2019-07-10,263.40546,265.04242,260.7093,263.0203,8477115
2019-07-11,263.83878,266.63123,263.4536,265.42758,8727346
2019-07-12,265.18686,266.1979,262.97217,264.84982,10872126
2019-07-15,264.8017,265.37946,260.51672,260.9019,8865479
2019-07-16,260.95004,262.63513,260.56485,261.8648,6602372
2019-07-17,262.34625,263.0203,260.66116,262.77957,6536611
2019-07-18,262.82773,264.89798,262.2018,262.87585,9447100
2019-07-19,263.93506,264.0795,258.06128,258.35016,8294444
2019-07-22,258.06128,258.25388,254.20963,254.59479,14037538
2019-07-23,255.65399,261.62408,255.17255,260.613,14951457
2019-07-24,260.276,263.2129,257.965,260.8056,12537555
2019-07-25,260.95004,262.3944,257.00208,257.91684,18350433
2019-07-26,258.78348,260.95004,257.00208,260.37228,4972441
2019-07-29,259.98712,261.09448,256.6169,257.82056,5738104
2019-07-30,258.06128,260.0834,256.66507,258.92792,13743007
2019-07-31,258.63904,261.04633,256.13547,260.1797,14175457
2019-08-01,260.42044,260.66116,256.6169,257.62796,6153824
2019-08-02,257.29095,257.29095,253.343,254.69109,9233326
2019-08-05,254.59479,254.69109,248.09511,250.16537,12001827
2019-08-06,249.15431,251.80234,248.57657,249.29875,9770895
2019-08-07,249.44319,249.73207,243.71385,244.24345,8816780
2019-08-08,245.54338,249.10617,243.61755,248.1914,6616227
2019-08-09,249.25061,249.25061,244.09901,244.77306,10309668
2019-08-12,244.77306,244.77306,244.77306,244.77306,0
2019-08-13,244.3879,244.58047,234.95132,237.16603,21801393
2019-08-14,237.16603,244.19531,234.99947,239.52516,14340858
2019-08-15,239.52516,239.52516,239.52516,239.52516,0
2019-08-16,239.52516,244.00272,238.22523,243.61755,10735480
2019-08-19,244.09901,247.75809,241.64359,242.22133,13006987
2019-08-20,242.26947,242.60649,236.34755,237.35861,15577976
2019-08-21,237.5512,237.74377,231.91814,232.49588,15303762
2019-08-22,233.21808,236.87715,230.13675,231.1478,10917955
2019-08-23,230.13675,230.57005,225.94806,227.34428,17073495
2019-08-26,231.7737,234.42172,226.23694,233.50694,13352257
2019-08-27,234.90317,237.16603,233.69952,236.39569,15089362
2019-08-28,237.02159,238.46596,234.0847,236.82901,9237042
2019-08-29,234.90317,236.34755,231.2441,232.25516,11532941
2019-08-30,233.74768,238.03265,230.18489,236.54013,12225631
2019-09-02,236.54013,236.54013,236.54013,236.54013,0
2019-09-03,235.38463,235.38463,231.72556,232.59218,9913882
2019-09-04,232.64032,235.48093,232.35144,234.22913,7303230
2019-09-05,233.02548,237.74377,233.02548,235.19205,8777107
2019-09-06,235.24019,236.73271,234.22913,234.85503,9039911
2019-09-09,235.57721,237.35861,234.18098,236.39569,9435127
2019-09-10,236.39569,236.39569,236.39569,236.39569,0
2019-09-11,235.52907,236.34755,233.9884,234.71059,9314093
2019-09-12,235.24019,235.91423,231.09966,231.82184,8395088
2019-09-13,232.06258,233.4588,229.75157,231.00337,14572355
2019-09-16,230.6182,231.91814,229.4627,230.52191,7357494
2019-09-17,230.90707,231.19595,228.01833,228.4035,11083300
2019-09-18,228.88495,233.31436,225.37032,230.37747,20724917
2019-09-19,231.05151,231.05151,227.34428,227.92204,8810026
2019-09-20,228.2109,239.28444,225.61104,229.22197,66016326
2019-09-23,240.7288,250.83942,240.63252,245.39896,54044544
2019-09-24,245.54338,248.43213,244.3879,246.5063,17828419
2019-09-25,245.63968,246.74702,233.69952,238.36967,21390350
2019-09-26,238.12894,242.07689,237.11787,241.11398,18534981
2019-09-27,240.7288,248.43213,240.7288,243.56941,18211017
2019-09-30,245.30266,251.1283,240.15106,250.21353,21381205
2019-10-01,249.49133,252.7171,245.54338,246.41,16035574
2019-10-02,246.41,246.41,246.41,246.41,0
2019-10-03,248.14326,252.42824,246.55444,251.94678,12832216
2019-10-04,253.2467,254.11333,245.73598,247.70995,18781574
2019-10-07,247.95067,248.43213,241.40285,242.55835,22082491
2019-10-08,242.55835,242.55835,242.55835,242.55835,0
2019-10-09,241.9806,242.84723,237.16603,237.93636,22332047
2019-10-10,237.84006,238.46596,233.65138,234.18098,25230638
2019-10-11,234.18098,237.06973,232.15886,234.90317,26037798
2019-10-14,236.34755,237.26231,233.9884,235.0476,15280471
2019-10-15,235.96239,239.95848,235.96239,238.41782,10373904
2019-10-16,238.22523,238.41782,233.16992,234.6143,16681940
2019-10-17,234.95132,237.5512,234.80688,236.73271,14175284
2019-10-18,236.87715,238.6104,236.01053,237.35861,13327812
2019-10-21,237.35861,237.35861,237.35861,237.35861,0
2019-10-22,235.91423,241.78802,235.86609,239.6696,18979485
2019-10-23,241.11398,242.60649,239.81404,241.73987,13325639
2019-10-24,243.23239,244.58047,238.75484,239.81404,17438024
2019-10-25,247.37292,247.6618,237.84006,238.5141,33846376
2019-10-27,240.68066,241.78802,240.43994,241.11398,3252338
2019-10-28,238.5141,238.5141,238.5141,238.5141,0
2019-10-29,241.64359,245.63968,240.2955,243.85829,12397313
2019-10-30,246.5063,254.20963,244.86934,249.78021,35611812
2019-10-31,250.35796,253.10226,246.69888,248.09511,17296427
2019-11-01,249.73207,253.2467,249.15431,251.60976,13055757
2019-11-04,253.19856,255.12439,250.40611,251.08015,8199342
2019-11-05,251.32088,254.20963,249.00989,253.15042,10674212
2019-11-06,253.19856,254.01704,250.35796,251.6579,9198544
2019-11-07,253.15042,256.42432,252.2838,255.99101,15351749
2019-11-08,255.0281,255.60585,250.35796,250.83942,12357632
2019-11-11,250.93571,252.62082,249.20247,249.82835,7524183
2019-11-12,249.82835,249.82835,249.82835,249.82835,0
2019-11-13,249.29875,249.63577,243.762,244.43604,10664859
2019-11-14,244.67676,246.41,243.85829,244.48418,9222757
2019-11-15,244.8212,246.26558,240.7288,241.3547,17386229
2019-11-18,242.12503,242.89537,239.52516,241.451,8167820
2019-11-19,242.41391,242.46205,239.57332,240.05476,12621028
2019-11-20,240.05476,241.9806,237.5512,241.40285,10362358
2019-11-21,242.07689,242.07689,235.96239,236.58827,10793493
2019-11-22,237.9845,243.28053,237.50305,238.46596,17000856
2019-11-25,238.56226,239.18814,237.11787,238.56226,10994413
2019-11-26,239.42888,241.11398,238.5141,239.91034,20539741
2019-11-27,240.48808,240.77696,237.4549,237.79192,9182137
2019-11-28,238.12894,238.75484,236.54013,237.5512,11416080
2019-11-29,237.59933,238.22523,235.91423,237.26231,10185713
2019-12-02,236.87715,237.74377,235.48093,235.86609,10356741
2019-12-03,235.86609,236.68457,233.65138,234.99947,8442322
2019-12-04,234.46986,234.99947,233.02548,234.13284,12406762
2019-12-05,234.13284,238.32152,234.0847,237.79192,11699738
2019-12-06,237.84006,237.9845,233.50694,234.32542,10773814
2019-12-09,233.9884,234.27728,232.06258,232.49588,6981671
2019-12-10,232.64032,232.73662,226.28508,226.86282,15972570
2019-12-11,226.86282,229.94415,226.86282,228.78867,14331297
2019-12-12,229.22197,231.29224,228.78867,229.70343,10704007
2019-12-13,231.09966,233.50694,230.32933,232.64032,8521473
2019-12-16,233.9884,234.37357,227.58502,228.11462,12476974
2019-12-17,228.69237,232.73662,228.69237,232.11072,16534369
2019-12-18,231.67741,238.17708,230.85893,236.05867,17794641
2019-12-19,236.9253,238.7067,234.22913,235.28835,9699414
2019-12-20,235.28835,236.01053,231.2441,232.20702,14495913
2019-12-23,233.02548,233.79582,229.79973,230.04045,19817033
2019-12-24,230.13675,231.29224,229.36641,229.89601,8200254
2019-12-25,229.89601,229.89601,229.89601,229.89601,0
2019-12-26,230.04045,230.52191,227.58502,228.01833,15017235
2019-12-27,228.69237,229.60715,227.6813,228.11462,9048085
2019-12-30,229.17383,231.96628,228.69237,229.36641,13680470
2019-12-31,229.70343,230.0886,228.59608,228.88495,7417112
2020-01-01,229.75157,229.75157,228.3072,229.27013,4370931
2020-01-02,229.36641,232.01443,229.27013,230.95522,8726602
2020-01-03,232.06258,232.06258,229.17383,229.65529,9642051
2020-01-06,228.69237,229.4627,226.28508,226.38138,7930726
2020-01-07,227.29614,229.07753,225.89992,226.6221,8740894
2020-01-08,225.32217,227.05542,224.59998,225.51476,7314466
2020-01-09,226.86282,227.82574,226.33322,227.05542,9816703
2020-01-10,228.78867,229.89601,228.01833,229.17383,10357864
2020-01-13,229.65529,231.58112,229.41455,230.37747,12715178
2020-01-14,231.3404,234.75874,229.4627,234.22913,12299570
2020-01-15,233.5551,233.9884,232.15886,233.41066,5687654
2020-01-16,233.50694,234.85503,231.19595,231.82184,9730522
2020-01-17,231.82184,233.12178,230.52191,231.05151,7677106
2020-01-20,231.1478,234.22913,231.1478,232.9292,8329721
2020-01-21,232.49588,232.49588,229.17383,229.60715,9939680
2020-01-22,230.7145,230.7145,228.3072,229.22197,7949731
2020-01-23,229.27013,229.89601,228.11462,229.07753,6356150
2020-01-24,228.59608,230.23303,228.2109,229.31827,7063834
2020-01-27,228.2109,228.59608,225.61104,225.89992,7100949
2020-01-28,226.04436,227.1517,221.95197,222.19269,15144538
2020-01-29,222.91489,228.8368,222.57787,227.87389,21258057
2020-01-30,228.16277,228.2109,224.35925,225.37032,10794458
2020-01-31,227.00726,229.55899,225.37032,226.42952,19166671
2020-02-01,228.11462,230.37747,207.50824,210.87843,43884468
2020-02-03,207.02678,208.85632,197.39763,199.9012,82836335
2020-02-04,202.98253,209.53035,201.39372,207.65268,37145337
2020-02-05,208.27856,209.43407,203.65657,208.423,22072147
2020-02-06,209.91553,211.74506,203.94545,205.63055,28443398
2020-02-07,205.87128,207.70082,204.86021,205.48611,17793265
2020-02-10,206.06386,206.11201,202.26035,202.7418,9987781
2020-02-11,208.47115,208.90446,203.94545,204.71577,30951617
2020-02-12,205.48611,206.8342,203.94545,205.1491,10310789
2020-02-13,205.1491,205.53426,203.3677,204.04173,9505645
2020-02-14,204.37875,205.00465,199.13087,199.9975,14260540
2020-02-17,200.28638,200.91226,196.43471,197.20505,16161290
2020-02-18,196.96431,197.01247,193.0645,196.29027,21741128
2020-02-19,197.63835,199.4679,196.29027,199.03458,9403278
2020-02-20,199.32346,200.81598,197.83093,199.75676,16193373
2020-02-21,199.75676,199.75676,199.75676,199.75676,0
2020-02-24,199.32346,199.75676,194.3163,195.47179,17233132
2020-02-25,196.24213,197.78279,194.02742,194.3163,15903285
2020-02-26,193.20894,194.46074,189.02026,191.23497,18557438
2020-02-27,191.04239,191.76457,188.6351,190.2239,17936226
2020-02-28,187.76848,192.48676,184.92787,190.2239,33885063
2020-03-02,192.1016,195.9051,186.46854,188.05734,19274852
2020-03-03,189.6943,190.12761,185.40933,186.66112,18638624
2020-03-04,187.72032,188.29808,179.63184,180.54662,28729502
2020-03-05,180.59476,184.10939,179.63184,181.07622,20797182
2020-03-06,177.99489,177.99489,173.08401,175.00984,27795285
2020-03-09,172.36183,172.36183,168.02872,170.62859,22633662
2020-03-10,170.62859,170.62859,170.62859,170.62859,0
2020-03-11,167.54726,170.19527,165.95844,169.13606,29032759
2020-03-12,162.73268,162.8771,144.96689,150.0222,54043896
2020-03-13,144.43729,157.9181,129.6084,156.233,63962722
2020-03-16,152.14061,152.2369,139.86343,141.78928,34535653
2020-03-17,142.51146,150.0222,140.63377,143.6188,49492914
2020-03-18,146.45941,148.91484,141.88556,145.11133,52178352
2020-03-19,145.11133,157.48479,139.38199,155.84784,93204936
2020-03-20,158.97731,169.95454,158.97731,168.99162,64384067
2020-03-23,152.14061,155.99226,143.66695,148.57782,53330913
2020-03-24,156.90704,157.62923,141.9337,144.1484,54576761
2020-03-25,145.4002,146.36311,133.84521,141.88556,64913270
2020-03-26,144.43729,153.4887,137.9376,150.59995,60694283
2020-03-27,155.99226,159.84393,149.25186,157.14777,33893412
2020-03-30,150.26292,158.78473,150.26292,153.29611,29203338
2020-03-31,157.9181,167.40282,155.55896,165.33255,44272500
2020-04-01,165.33255,166.34361,158.44771,160.2291,18840671
2020-04-02,160.2291,160.2291,160.2291,160.2291,0
2020-04-03,161.67346,175.97276,160.80684,171.30263,65288649
2020-04-06,171.30263,171.30263,171.30263,171.30263,0
2020-04-07,178.81335,178.81335,167.21024,174.81726,37509626
2020-04-08,174.14322,177.1764,170.09898,172.02481,39007671
2020-04-09,177.1764,179.34296,173.32474,178.38005,44268652
2020-04-10,178.38005,178.38005,178.38005,178.38005,0
2020-04-13,177.65787,179.72813,174.3358,174.8654,18427550
2020-04-14,174.8654,174.8654,174.8654,174.8654,0
2020-04-15,177.22455,186.56483,175.92462,182.328,50983406
2020-04-16,182.61688,184.10939,178.57263,179.43925,28122965
2020-04-17,183.3872,184.30197,180.017,181.12436,27694463
2020-04-20,182.90575,182.90575,172.84329,173.99878,37141676
2020-04-21,171.39891,177.46529,169.52122,172.93958,24232310
2020-04-22,172.36183,176.74309,169.47308,175.4913,26132520
2020-04-23,176.16534,177.1764,172.98772,173.85434,34237726
2020-04-24,174.28766,176.0209,172.6507,173.3729,18744844
2020-04-27,173.56548,175.53944,172.6507,173.18031,13589672
2020-04-28,173.32474,174.09508,171.44705,172.79514,18488267
